districtid,timeid,cases
AP_Foreign Evacuees,1.0,0.0
AP_Foreign Evacuees,2.0,0.0
AP_Foreign Evacuees,3.0,0.0
AP_Foreign Evacuees,4.0,0.0
AP_Foreign Evacuees,5.0,0.0
AP_Foreign Evacuees,6.0,0.0
AP_Foreign Evacuees,7.0,0.0
AP_Foreign Evacuees,8.0,
AP_Foreign Evacuees,9.0,
AP_Foreign Evacuees,10.0,
AP_Foreign Evacuees,11.0,21.0
AP_Foreign Evacuees,12.0,111.0
AP_Foreign Evacuees,13.0,127.0
AP_Foreign Evacuees,14.0,181.0
AP_Foreign Evacuees,15.0,278.0
AP_Foreign Evacuees,16.0,297.0
AP_Foreign Evacuees,17.0,302.0
AP_Foreign Evacuees,18.0,184.0
AP_Foreign Evacuees,19.0,109.0
AP_Foreign Evacuees,20.0,44.0
AP_Foreign Evacuees,21.0,2.0
AP_Foreign Evacuees,22.0,0.0
AP_Foreign Evacuees,23.0,0.0
AP_Foreign Evacuees,24.0,0.0
AP_Foreign Evacuees,25.0,0.0
AP_Foreign Evacuees,26.0,0.0
AP_Foreign Evacuees,27.0,0.0
AP_Foreign Evacuees,28.0,0.0
AP_Foreign Evacuees,29.0,0.0
AP_Foreign Evacuees,30.0,0.0
AP_Foreign Evacuees,31.0,0.0
AP_Foreign Evacuees,32.0,0.0
AP_Foreign Evacuees,33.0,0.0
AP_Foreign Evacuees,34.0,0.0
AP_Foreign Evacuees,35.0,0.0
AP_Foreign Evacuees,36.0,0.0
AP_Foreign Evacuees,37.0,0.0
AP_Foreign Evacuees,38.0,0.0
AP_Foreign Evacuees,39.0,0.0
AP_Foreign Evacuees,40.0,0.0
AP_Foreign Evacuees,41.0,0.0
AP_Foreign Evacuees,42.0,0.0
AP_Foreign Evacuees,43.0,0.0
AP_Foreign Evacuees,44.0,0.0
AP_Foreign Evacuees,45.0,0.0
AP_Foreign Evacuees,46.0,0.0
AP_Foreign Evacuees,47.0,0.0
AP_Foreign Evacuees,48.0,0.0
AP_Foreign Evacuees,49.0,0.0
AP_Foreign Evacuees,50.0,0.0
AP_Foreign Evacuees,51.0,0.0
AP_Foreign Evacuees,52.0,0.0
AP_Foreign Evacuees,53.0,0.0
AP_Foreign Evacuees,54.0,0.0
AP_Foreign Evacuees,55.0,0.0
AP_Foreign Evacuees,56.0,0.0
AP_Foreign Evacuees,57.0,0.0
AP_Foreign Evacuees,58.0,0.0
AP_Foreign Evacuees,59.0,0.0
AP_Foreign Evacuees,60.0,0.0
AP_Foreign Evacuees,61.0,0.0
AP_Foreign Evacuees,62.0,0.0
AP_Foreign Evacuees,63.0,0.0
AP_Foreign Evacuees,64.0,0.0
AP_Foreign Evacuees,65.0,0.0
AP_Foreign Evacuees,66.0,0.0
AP_Foreign Evacuees,67.0,0.0
AP_Foreign Evacuees,68.0,0.0
AP_Foreign Evacuees,69.0,0.0
AP_Foreign Evacuees,70.0,0.0
AP_Foreign Evacuees,71.0,0.0
AP_Foreign Evacuees,72.0,0.0
AP_Foreign Evacuees,73.0,0.0
AP_Foreign Evacuees,74.0,0.0
AP_Foreign Evacuees,75.0,0.0
AP_Anantapur,1.0,0.0
AP_Anantapur,2.0,0.0
AP_Anantapur,3.0,0.0
AP_Anantapur,4.0,0.0
AP_Anantapur,5.0,0.0
AP_Anantapur,6.0,0.0
AP_Anantapur,7.0,35.0
AP_Anantapur,8.0,50.0
AP_Anantapur,9.0,58.0
AP_Anantapur,10.0,66.0
AP_Anantapur,11.0,45.0
AP_Anantapur,12.0,101.0
AP_Anantapur,13.0,111.0
AP_Anantapur,14.0,264.0
AP_Anantapur,15.0,553.0
AP_Anantapur,16.0,850.0
AP_Anantapur,17.0,951.0
AP_Anantapur,18.0,1373.0
AP_Anantapur,19.0,2341.0
AP_Anantapur,20.0,4714.0
AP_Anantapur,21.0,8822.0
AP_Anantapur,22.0,7879.0
AP_Anantapur,23.0,6966.0
AP_Anantapur,24.0,5978.0
AP_Anantapur,25.0,6206.0
AP_Anantapur,26.0,6195.0
AP_Anantapur,27.0,5986.0
AP_Anantapur,28.0,4008.0
AP_Anantapur,29.0,2996.0
AP_Anantapur,30.0,2137.0
AP_Anantapur,31.0,1773.0
AP_Anantapur,32.0,1932.0
AP_Anantapur,33.0,1876.0
AP_Anantapur,34.0,1259.0
AP_Anantapur,35.0,1255.0
AP_Anantapur,36.0,933.0
AP_Anantapur,37.0,596.0
AP_Anantapur,38.0,349.0
AP_Anantapur,39.0,238.0
AP_Anantapur,40.0,220.0
AP_Anantapur,41.0,184.0
AP_Anantapur,42.0,163.0
AP_Anantapur,43.0,151.0
AP_Anantapur,44.0,136.0
AP_Anantapur,45.0,131.0
AP_Anantapur,46.0,64.0
AP_Anantapur,47.0,66.0
AP_Anantapur,48.0,37.0
AP_Anantapur,49.0,33.0
AP_Anantapur,50.0,32.0
AP_Anantapur,51.0,42.0
AP_Anantapur,52.0,62.0
AP_Anantapur,53.0,59.0
AP_Anantapur,54.0,138.0
AP_Anantapur,55.0,281.0
AP_Anantapur,56.0,337.0
AP_Anantapur,57.0,995.0
AP_Anantapur,58.0,2120.0
AP_Anantapur,59.0,5731.0
AP_Anantapur,60.0,9920.0
AP_Anantapur,61.0,14355.0
AP_Anantapur,62.0,17465.0
AP_Anantapur,63.0,17524.0
AP_Anantapur,64.0,8546.0
AP_Anantapur,65.0,4104.0
AP_Anantapur,66.0,2945.0
AP_Anantapur,67.0,1715.0
AP_Anantapur,68.0,1207.0
AP_Anantapur,69.0,647.0
AP_Anantapur,70.0,652.0
AP_Anantapur,71.0,598.0
AP_Anantapur,72.0,486.0
AP_Anantapur,73.0,379.0
AP_Anantapur,74.0,354.0
AP_Anantapur,75.0,252.0
AP_Chittoor,1.0,0.0
AP_Chittoor,2.0,0.0
AP_Chittoor,3.0,0.0
AP_Chittoor,4.0,0.0
AP_Chittoor,5.0,0.0
AP_Chittoor,6.0,0.0
AP_Chittoor,7.0,60.0
AP_Chittoor,8.0,64.0
AP_Chittoor,9.0,38.0
AP_Chittoor,10.0,100.0
AP_Chittoor,11.0,110.0
AP_Chittoor,12.0,110.0
AP_Chittoor,13.0,84.0
AP_Chittoor,14.0,114.0
AP_Chittoor,15.0,284.0
AP_Chittoor,16.0,550.0
AP_Chittoor,17.0,849.0
AP_Chittoor,18.0,1473.0
AP_Chittoor,19.0,3139.0
AP_Chittoor,20.0,3579.0
AP_Chittoor,21.0,5647.0
AP_Chittoor,22.0,7084.0
AP_Chittoor,23.0,9131.0
AP_Chittoor,24.0,9999.0
AP_Chittoor,25.0,8945.0
AP_Chittoor,26.0,9394.0
AP_Chittoor,27.0,9072.0
AP_Chittoor,28.0,8314.0
AP_Chittoor,29.0,6906.0
AP_Chittoor,30.0,6310.0
AP_Chittoor,31.0,6610.0
AP_Chittoor,32.0,5848.0
AP_Chittoor,33.0,4460.0
AP_Chittoor,34.0,3018.0
AP_Chittoor,35.0,2215.0
AP_Chittoor,36.0,1705.0
AP_Chittoor,37.0,1267.0
AP_Chittoor,38.0,693.0
AP_Chittoor,39.0,584.0
AP_Chittoor,40.0,501.0
AP_Chittoor,41.0,505.0
AP_Chittoor,42.0,453.0
AP_Chittoor,43.0,379.0
AP_Chittoor,44.0,300.0
AP_Chittoor,45.0,196.0
AP_Chittoor,46.0,143.0
AP_Chittoor,47.0,148.0
AP_Chittoor,48.0,142.0
AP_Chittoor,49.0,167.0
AP_Chittoor,50.0,142.0
AP_Chittoor,51.0,135.0
AP_Chittoor,52.0,276.0
AP_Chittoor,53.0,479.0
AP_Chittoor,54.0,499.0
AP_Chittoor,55.0,1039.0
AP_Chittoor,56.0,1891.0
AP_Chittoor,57.0,3917.0
AP_Chittoor,58.0,7856.0
AP_Chittoor,59.0,12960.0
AP_Chittoor,60.0,18724.0
AP_Chittoor,61.0,21581.0
AP_Chittoor,62.0,23436.0
AP_Chittoor,63.0,24664.0
AP_Chittoor,64.0,23134.0
AP_Chittoor,65.0,18299.0
AP_Chittoor,66.0,15224.0
AP_Chittoor,67.0,11522.0
AP_Chittoor,68.0,8765.0
AP_Chittoor,69.0,6453.0
AP_Chittoor,70.0,5143.0
AP_Chittoor,71.0,3793.0
AP_Chittoor,72.0,3073.0
AP_Chittoor,73.0,3163.0
AP_Chittoor,74.0,3256.0
AP_Chittoor,75.0,3000.0
AP_East Godavari,1.0,0.0
AP_East Godavari,2.0,0.0
AP_East Godavari,3.0,0.0
AP_East Godavari,4.0,0.0
AP_East Godavari,5.0,0.0
AP_East Godavari,6.0,0.0
AP_East Godavari,7.0,27.0
AP_East Godavari,8.0,28.0
AP_East Godavari,9.0,23.0
AP_East Godavari,10.0,17.0
AP_East Godavari,11.0,16.0
AP_East Godavari,12.0,152.0
AP_East Godavari,13.0,188.0
AP_East Godavari,14.0,165.0
AP_East Godavari,15.0,258.0
AP_East Godavari,16.0,666.0
AP_East Godavari,17.0,1155.0
AP_East Godavari,18.0,1809.0
AP_East Godavari,19.0,4819.0
AP_East Godavari,20.0,9041.0
AP_East Godavari,21.0,13662.0
AP_East Godavari,22.0,14032.0
AP_East Godavari,23.0,15872.0
AP_East Godavari,24.0,17228.0
AP_East Godavari,25.0,18443.0
AP_East Godavari,26.0,19114.0
AP_East Godavari,27.0,13941.0
AP_East Godavari,28.0,12292.0
AP_East Godavari,29.0,12134.0
AP_East Godavari,30.0,10327.0
AP_East Godavari,31.0,9093.0
AP_East Godavari,32.0,7411.0
AP_East Godavari,33.0,6136.0
AP_East Godavari,34.0,5069.0
AP_East Godavari,35.0,4459.0
AP_East Godavari,36.0,5239.0
AP_East Godavari,37.0,5306.0
AP_East Godavari,38.0,4353.0
AP_East Godavari,39.0,1133.0
AP_East Godavari,40.0,750.0
AP_East Godavari,41.0,537.0
AP_East Godavari,42.0,478.0
AP_East Godavari,43.0,403.0
AP_East Godavari,44.0,334.0
AP_East Godavari,45.0,231.0
AP_East Godavari,46.0,201.0
AP_East Godavari,47.0,183.0
AP_East Godavari,48.0,170.0
AP_East Godavari,49.0,103.0
AP_East Godavari,50.0,78.0
AP_East Godavari,51.0,77.0
AP_East Godavari,52.0,91.0
AP_East Godavari,53.0,164.0
AP_East Godavari,54.0,284.0
AP_East Godavari,55.0,620.0
AP_East Godavari,56.0,723.0
AP_East Godavari,57.0,963.0
AP_East Godavari,58.0,4172.0
AP_East Godavari,59.0,9394.0
AP_East Godavari,60.0,15878.0
AP_East Godavari,61.0,23905.0
AP_East Godavari,62.0,29091.0
AP_East Godavari,63.0,33837.0
AP_East Godavari,64.0,33893.0
AP_East Godavari,65.0,30546.0
AP_East Godavari,66.0,24827.0
AP_East Godavari,67.0,18108.0
AP_East Godavari,68.0,11932.0
AP_East Godavari,69.0,8102.0
AP_East Godavari,70.0,6065.0
AP_East Godavari,71.0,4756.0
AP_East Godavari,72.0,4507.0
AP_East Godavari,73.0,3873.0
AP_East Godavari,74.0,3601.0
AP_East Godavari,75.0,3409.0
AP_Guntur,1.0,0.0
AP_Guntur,2.0,0.0
AP_Guntur,3.0,0.0
AP_Guntur,4.0,0.0
AP_Guntur,5.0,0.0
AP_Guntur,6.0,0.0
AP_Guntur,7.0,177.0
AP_Guntur,8.0,216.0
AP_Guntur,9.0,226.0
AP_Guntur,10.0,181.0
AP_Guntur,11.0,94.0
AP_Guntur,12.0,98.0
AP_Guntur,13.0,159.0
AP_Guntur,14.0,179.0
AP_Guntur,15.0,256.0
AP_Guntur,16.0,624.0
AP_Guntur,17.0,1063.0
AP_Guntur,18.0,1535.0
AP_Guntur,19.0,2279.0
AP_Guntur,20.0,4971.0
AP_Guntur,21.0,7162.0
AP_Guntur,22.0,7784.0
AP_Guntur,23.0,7838.0
AP_Guntur,24.0,7920.0
AP_Guntur,25.0,7565.0
AP_Guntur,26.0,7844.0
AP_Guntur,27.0,7871.0
AP_Guntur,28.0,7239.0
AP_Guntur,29.0,6469.0
AP_Guntur,30.0,6345.0
AP_Guntur,31.0,5271.0
AP_Guntur,32.0,4755.0
AP_Guntur,33.0,3870.0
AP_Guntur,34.0,3614.0
AP_Guntur,35.0,3352.0
AP_Guntur,36.0,2739.0
AP_Guntur,37.0,2062.0
AP_Guntur,38.0,1552.0
AP_Guntur,39.0,1230.0
AP_Guntur,40.0,880.0
AP_Guntur,41.0,816.0
AP_Guntur,42.0,571.0
AP_Guntur,43.0,521.0
AP_Guntur,44.0,478.0
AP_Guntur,45.0,359.0
AP_Guntur,46.0,284.0
AP_Guntur,47.0,180.0
AP_Guntur,48.0,137.0
AP_Guntur,49.0,108.0
AP_Guntur,50.0,49.0
AP_Guntur,51.0,58.0
AP_Guntur,52.0,71.0
AP_Guntur,53.0,102.0
AP_Guntur,54.0,265.0
AP_Guntur,55.0,539.0
AP_Guntur,56.0,1314.0
AP_Guntur,57.0,2821.0
AP_Guntur,58.0,4715.0
AP_Guntur,59.0,8308.0
AP_Guntur,60.0,14882.0
AP_Guntur,61.0,18917.0
AP_Guntur,62.0,18933.0
AP_Guntur,63.0,18989.0
AP_Guntur,64.0,15045.0
AP_Guntur,65.0,9567.0
AP_Guntur,66.0,7354.0
AP_Guntur,67.0,5103.0
AP_Guntur,68.0,3479.0
AP_Guntur,69.0,2493.0
AP_Guntur,70.0,2343.0
AP_Guntur,71.0,2057.0
AP_Guntur,72.0,1855.0
AP_Guntur,73.0,1603.0
AP_Guntur,74.0,1782.0
AP_Guntur,75.0,1680.0
AP_Krishna,1.0,0.0
AP_Krishna,2.0,0.0
AP_Krishna,3.0,0.0
AP_Krishna,4.0,0.0
AP_Krishna,5.0,0.0
AP_Krishna,6.0,0.0
AP_Krishna,7.0,140.0
AP_Krishna,8.0,212.0
AP_Krishna,9.0,224.0
AP_Krishna,10.0,187.0
AP_Krishna,11.0,104.0
AP_Krishna,12.0,130.0
AP_Krishna,13.0,186.0
AP_Krishna,14.0,305.0
AP_Krishna,15.0,559.0
AP_Krishna,16.0,701.0
AP_Krishna,17.0,1003.0
AP_Krishna,18.0,1056.0
AP_Krishna,19.0,1240.0
AP_Krishna,20.0,1679.0
AP_Krishna,21.0,2540.0
AP_Krishna,22.0,3618.0
AP_Krishna,23.0,4009.0
AP_Krishna,24.0,3042.0
AP_Krishna,25.0,2441.0
AP_Krishna,26.0,2732.0
AP_Krishna,27.0,3074.0
AP_Krishna,28.0,3037.0
AP_Krishna,29.0,2875.0
AP_Krishna,30.0,2905.0
AP_Krishna,31.0,2877.0
AP_Krishna,32.0,2699.0
AP_Krishna,33.0,3517.0
AP_Krishna,34.0,3414.0
AP_Krishna,35.0,3430.0
AP_Krishna,36.0,3266.0
AP_Krishna,37.0,2500.0
AP_Krishna,38.0,1746.0
AP_Krishna,39.0,1307.0
AP_Krishna,40.0,1063.0
AP_Krishna,41.0,884.0
AP_Krishna,42.0,699.0
AP_Krishna,43.0,583.0
AP_Krishna,44.0,529.0
AP_Krishna,45.0,347.0
AP_Krishna,46.0,278.0
AP_Krishna,47.0,264.0
AP_Krishna,48.0,291.0
AP_Krishna,49.0,212.0
AP_Krishna,50.0,111.0
AP_Krishna,51.0,98.0
AP_Krishna,52.0,122.0
AP_Krishna,53.0,192.0
AP_Krishna,54.0,286.0
AP_Krishna,55.0,722.0
AP_Krishna,56.0,1444.0
AP_Krishna,57.0,2397.0
AP_Krishna,58.0,4258.0
AP_Krishna,59.0,6672.0
AP_Krishna,60.0,8395.0
AP_Krishna,61.0,8932.0
AP_Krishna,62.0,10400.0
AP_Krishna,63.0,11472.0
AP_Krishna,64.0,11619.0
AP_Krishna,65.0,10172.0
AP_Krishna,66.0,9288.0
AP_Krishna,67.0,6695.0
AP_Krishna,68.0,4768.0
AP_Krishna,69.0,3674.0
AP_Krishna,70.0,3309.0
AP_Krishna,71.0,2988.0
AP_Krishna,72.0,2962.0
AP_Krishna,73.0,3108.0
AP_Krishna,74.0,3285.0
AP_Krishna,75.0,3153.0
AP_Kurnool,1.0,0.0
AP_Kurnool,2.0,0.0
AP_Kurnool,3.0,0.0
AP_Kurnool,4.0,0.0
AP_Kurnool,5.0,0.0
AP_Kurnool,6.0,0.0
AP_Kurnool,7.0,239.0
AP_Kurnool,8.0,379.0
AP_Kurnool,9.0,395.0
AP_Kurnool,10.0,292.0
AP_Kurnool,11.0,170.0
AP_Kurnool,12.0,170.0
AP_Kurnool,13.0,146.0
AP_Kurnool,14.0,291.0
AP_Kurnool,15.0,528.0
AP_Kurnool,16.0,770.0
AP_Kurnool,17.0,1153.0
AP_Kurnool,18.0,1420.0
AP_Kurnool,19.0,3319.0
AP_Kurnool,20.0,5373.0
AP_Kurnool,21.0,8819.0
AP_Kurnool,22.0,10513.0
AP_Kurnool,23.0,10385.0
AP_Kurnool,24.0,7248.0
AP_Kurnool,25.0,6995.0
AP_Kurnool,26.0,6913.0
AP_Kurnool,27.0,5222.0
AP_Kurnool,28.0,3982.0
AP_Kurnool,29.0,2868.0
AP_Kurnool,30.0,1819.0
AP_Kurnool,31.0,1696.0
AP_Kurnool,32.0,1385.0
AP_Kurnool,33.0,918.0
AP_Kurnool,34.0,520.0
AP_Kurnool,35.0,309.0
AP_Kurnool,36.0,296.0
AP_Kurnool,37.0,256.0
AP_Kurnool,38.0,196.0
AP_Kurnool,39.0,181.0
AP_Kurnool,40.0,122.0
AP_Kurnool,41.0,149.0
AP_Kurnool,42.0,122.0
AP_Kurnool,43.0,65.0
AP_Kurnool,44.0,116.0
AP_Kurnool,45.0,111.0
AP_Kurnool,46.0,69.0
AP_Kurnool,47.0,55.0
AP_Kurnool,48.0,48.0
AP_Kurnool,49.0,30.0
AP_Kurnool,50.0,15.0
AP_Kurnool,51.0,29.0
AP_Kurnool,52.0,49.0
AP_Kurnool,53.0,54.0
AP_Kurnool,54.0,195.0
AP_Kurnool,55.0,312.0
AP_Kurnool,56.0,457.0
AP_Kurnool,57.0,1368.0
AP_Kurnool,58.0,3537.0
AP_Kurnool,59.0,7898.0
AP_Kurnool,60.0,9595.0
AP_Kurnool,61.0,14675.0
AP_Kurnool,62.0,9822.0
AP_Kurnool,63.0,7772.0
AP_Kurnool,64.0,8006.0
AP_Kurnool,65.0,4982.0
AP_Kurnool,66.0,3301.0
AP_Kurnool,67.0,1874.0
AP_Kurnool,68.0,1470.0
AP_Kurnool,69.0,939.0
AP_Kurnool,70.0,575.0
AP_Kurnool,71.0,437.0
AP_Kurnool,72.0,306.0
AP_Kurnool,73.0,233.0
AP_Kurnool,74.0,301.0
AP_Kurnool,75.0,263.0
AP_Other State,1.0,0.0
AP_Other State,2.0,0.0
AP_Other State,3.0,0.0
AP_Other State,4.0,0.0
AP_Other State,5.0,0.0
AP_Other State,6.0,0.0
AP_Other State,7.0,23.0
AP_Other State,8.0,24.0
AP_Other State,9.0,27.0
AP_Other State,10.0,150.0
AP_Other State,11.0,128.0
AP_Other State,12.0,221.0
AP_Other State,13.0,508.0
AP_Other State,14.0,564.0
AP_Other State,15.0,647.0
AP_Other State,16.0,734.0
AP_Other State,17.0,830.0
AP_Other State,18.0,802.0
AP_Other State,19.0,550.0
AP_Other State,20.0,288.0
AP_Other State,21.0,368.0
AP_Other State,22.0,470.0
AP_Other State,23.0,552.0
AP_Other State,24.0,565.0
AP_Other State,25.0,657.0
AP_Other State,26.0,799.0
AP_Other State,27.0,839.0
AP_Other State,28.0,728.0
AP_Other State,29.0,965.0
AP_Other State,30.0,1091.0
AP_Other State,31.0,1210.0
AP_Other State,32.0,1385.0
AP_Other State,33.0,1516.0
AP_Other State,34.0,1597.0
AP_Other State,35.0,1654.0
AP_Other State,36.0,1698.0
AP_Other State,37.0,1404.0
AP_Other State,38.0,1547.0
AP_Other State,39.0,1641.0
AP_Other State,40.0,1647.0
AP_Other State,41.0,1278.0
AP_Other State,42.0,788.0
AP_Other State,43.0,786.0
AP_Other State,44.0,81.0
AP_Other State,45.0,78.0
AP_Other State,46.0,73.0
AP_Other State,47.0,68.0
AP_Other State,48.0,66.0
AP_Other State,49.0,65.0
AP_Other State,50.0,61.0
AP_Other State,51.0,61.0
AP_Other State,52.0,58.0
AP_Other State,53.0,56.0
AP_Other State,54.0,55.0
AP_Other State,55.0,52.0
AP_Other State,56.0,52.0
AP_Other State,57.0,46.0
AP_Other State,58.0,59.0
AP_Other State,59.0,98.0
AP_Other State,60.0,113.0
AP_Other State,61.0,114.0
AP_Other State,62.0,35.0
AP_Other State,63.0,36.0
AP_Other State,64.0,28.0
AP_Other State,65.0,28.0
AP_Other State,66.0,28.0
AP_Other State,67.0,28.0
AP_Other State,68.0,28.0
AP_Other State,69.0,29.0
AP_Other State,70.0,28.0
AP_Other State,71.0,28.0
AP_Other State,72.0,28.0
AP_Other State,73.0,30.0
AP_Other State,74.0,30.0
AP_Other State,75.0,30.0
AP_Prakasam,1.0,0.0
AP_Prakasam,2.0,0.0
AP_Prakasam,3.0,0.0
AP_Prakasam,4.0,0.0
AP_Prakasam,5.0,0.0
AP_Prakasam,6.0,0.0
AP_Prakasam,7.0,33.0
AP_Prakasam,8.0,37.0
AP_Prakasam,9.0,11.0
AP_Prakasam,10.0,3.0
AP_Prakasam,11.0,4.0
AP_Prakasam,12.0,13.0
AP_Prakasam,13.0,18.0
AP_Prakasam,14.0,21.0
AP_Prakasam,15.0,83.0
AP_Prakasam,16.0,164.0
AP_Prakasam,17.0,366.0
AP_Prakasam,18.0,449.0
AP_Prakasam,19.0,671.0
AP_Prakasam,20.0,1755.0
AP_Prakasam,21.0,2696.0
AP_Prakasam,22.0,3154.0
AP_Prakasam,23.0,4688.0
AP_Prakasam,24.0,6606.0
AP_Prakasam,25.0,10046.0
AP_Prakasam,26.0,14109.0
AP_Prakasam,27.0,15099.0
AP_Prakasam,28.0,13747.0
AP_Prakasam,29.0,10935.0
AP_Prakasam,30.0,10225.0
AP_Prakasam,31.0,5271.0
AP_Prakasam,32.0,3752.0
AP_Prakasam,33.0,3138.0
AP_Prakasam,34.0,2159.0
AP_Prakasam,35.0,1465.0
AP_Prakasam,36.0,908.0
AP_Prakasam,37.0,675.0
AP_Prakasam,38.0,538.0
AP_Prakasam,39.0,373.0
AP_Prakasam,40.0,308.0
AP_Prakasam,41.0,274.0
AP_Prakasam,42.0,177.0
AP_Prakasam,43.0,116.0
AP_Prakasam,44.0,82.0
AP_Prakasam,45.0,70.0
AP_Prakasam,46.0,83.0
AP_Prakasam,47.0,78.0
AP_Prakasam,48.0,57.0
AP_Prakasam,49.0,61.0
AP_Prakasam,50.0,51.0
AP_Prakasam,51.0,40.0
AP_Prakasam,52.0,44.0
AP_Prakasam,53.0,69.0
AP_Prakasam,54.0,89.0
AP_Prakasam,55.0,227.0
AP_Prakasam,56.0,573.0
AP_Prakasam,57.0,1221.0
AP_Prakasam,58.0,3044.0
AP_Prakasam,59.0,4545.0
AP_Prakasam,60.0,8218.0
AP_Prakasam,61.0,14389.0
AP_Prakasam,62.0,19662.0
AP_Prakasam,63.0,24877.0
AP_Prakasam,64.0,23919.0
AP_Prakasam,65.0,19329.0
AP_Prakasam,66.0,13031.0
AP_Prakasam,67.0,8336.0
AP_Prakasam,68.0,5369.0
AP_Prakasam,69.0,4712.0
AP_Prakasam,70.0,4396.0
AP_Prakasam,71.0,3097.0
AP_Prakasam,72.0,3044.0
AP_Prakasam,73.0,2899.0
AP_Prakasam,74.0,2406.0
AP_Prakasam,75.0,1861.0
AP_S.P.S. Nellore,1.0,0.0
AP_S.P.S. Nellore,2.0,0.0
AP_S.P.S. Nellore,3.0,0.0
AP_S.P.S. Nellore,4.0,0.0
AP_S.P.S. Nellore,5.0,0.0
AP_S.P.S. Nellore,6.0,0.0
AP_S.P.S. Nellore,7.0,47.0
AP_S.P.S. Nellore,8.0,56.0
AP_S.P.S. Nellore,9.0,38.0
AP_S.P.S. Nellore,10.0,65.0
AP_S.P.S. Nellore,11.0,76.0
AP_S.P.S. Nellore,12.0,86.0
AP_S.P.S. Nellore,13.0,143.0
AP_S.P.S. Nellore,14.0,173.0
AP_S.P.S. Nellore,15.0,224.0
AP_S.P.S. Nellore,16.0,248.0
AP_S.P.S. Nellore,17.0,342.0
AP_S.P.S. Nellore,18.0,516.0
AP_S.P.S. Nellore,19.0,1563.0
AP_S.P.S. Nellore,20.0,2412.0
AP_S.P.S. Nellore,21.0,5196.0
AP_S.P.S. Nellore,22.0,6601.0
AP_S.P.S. Nellore,23.0,6701.0
AP_S.P.S. Nellore,24.0,5489.0
AP_S.P.S. Nellore,25.0,6449.0
AP_S.P.S. Nellore,26.0,6877.0
AP_S.P.S. Nellore,27.0,6380.0
AP_S.P.S. Nellore,28.0,4698.0
AP_S.P.S. Nellore,29.0,2757.0
AP_S.P.S. Nellore,30.0,2671.0
AP_S.P.S. Nellore,31.0,2535.0
AP_S.P.S. Nellore,32.0,1448.0
AP_S.P.S. Nellore,33.0,1008.0
AP_S.P.S. Nellore,34.0,289.0
AP_S.P.S. Nellore,35.0,606.0
AP_S.P.S. Nellore,36.0,996.0
AP_S.P.S. Nellore,37.0,1023.0
AP_S.P.S. Nellore,38.0,906.0
AP_S.P.S. Nellore,39.0,714.0
AP_S.P.S. Nellore,40.0,642.0
AP_S.P.S. Nellore,41.0,619.0
AP_S.P.S. Nellore,42.0,569.0
AP_S.P.S. Nellore,43.0,510.0
AP_S.P.S. Nellore,44.0,451.0
AP_S.P.S. Nellore,45.0,437.0
AP_S.P.S. Nellore,46.0,151.0
AP_S.P.S. Nellore,47.0,94.0
AP_S.P.S. Nellore,48.0,75.0
AP_S.P.S. Nellore,49.0,72.0
AP_S.P.S. Nellore,50.0,63.0
AP_S.P.S. Nellore,51.0,67.0
AP_S.P.S. Nellore,52.0,71.0
AP_S.P.S. Nellore,53.0,49.0
AP_S.P.S. Nellore,54.0,92.0
AP_S.P.S. Nellore,55.0,332.0
AP_S.P.S. Nellore,56.0,857.0
AP_S.P.S. Nellore,57.0,1740.0
AP_S.P.S. Nellore,58.0,2946.0
AP_S.P.S. Nellore,59.0,7754.0
AP_S.P.S. Nellore,60.0,13783.0
AP_S.P.S. Nellore,61.0,15873.0
AP_S.P.S. Nellore,62.0,18326.0
AP_S.P.S. Nellore,63.0,18958.0
AP_S.P.S. Nellore,64.0,16715.0
AP_S.P.S. Nellore,65.0,12994.0
AP_S.P.S. Nellore,66.0,10044.0
AP_S.P.S. Nellore,67.0,5422.0
AP_S.P.S. Nellore,68.0,3738.0
AP_S.P.S. Nellore,69.0,3346.0
AP_S.P.S. Nellore,70.0,3086.0
AP_S.P.S. Nellore,71.0,2475.0
AP_S.P.S. Nellore,72.0,2601.0
AP_S.P.S. Nellore,73.0,2763.0
AP_S.P.S. Nellore,74.0,2586.0
AP_S.P.S. Nellore,75.0,2694.0
AP_Srikakulam,1.0,0.0
AP_Srikakulam,2.0,0.0
AP_Srikakulam,3.0,0.0
AP_Srikakulam,4.0,0.0
AP_Srikakulam,5.0,0.0
AP_Srikakulam,6.0,0.0
AP_Srikakulam,7.0,3.0
AP_Srikakulam,8.0,5.0
AP_Srikakulam,9.0,5.0
AP_Srikakulam,10.0,10.0
AP_Srikakulam,11.0,11.0
AP_Srikakulam,12.0,14.0
AP_Srikakulam,13.0,21.0
AP_Srikakulam,14.0,37.0
AP_Srikakulam,15.0,37.0
AP_Srikakulam,16.0,37.0
AP_Srikakulam,17.0,129.0
AP_Srikakulam,18.0,659.0
AP_Srikakulam,19.0,1599.0
AP_Srikakulam,20.0,2060.0
AP_Srikakulam,21.0,3301.0
AP_Srikakulam,22.0,4510.0
AP_Srikakulam,23.0,5179.0
AP_Srikakulam,24.0,5958.0
AP_Srikakulam,25.0,6198.0
AP_Srikakulam,26.0,7093.0
AP_Srikakulam,27.0,6911.0
AP_Srikakulam,28.0,6280.0
AP_Srikakulam,29.0,5205.0
AP_Srikakulam,30.0,3881.0
