Stateid,timeid,dose1,dose2
JH,46,27360.0,0.0
JH,47,55309.0,0.0
JH,48,109170.0,1978.0
JH,49,63590.0,9605.0
JH,50,30135.0,12174.0
JH,51,59648.0,37133.0
JH,52,101424.0,78358.0
JH,53,249983.0,69101.0
JH,54,649138.0,33757.0
JH,55,151132.0,14961.0
JH,56,469427.0,32623.0
JH,57,423342.0,49999.0
JH,58,157007.0,74550.0
JH,59,96703.0,73956.0
JH,60,66709.0,82413.0
JH,61,162802.0,93894.0
JH,62,323837.0,12200.0
JH,63,223532.0,23200.0
JH,64,307654.0,38800.0
JH,65,480880.0,46834.0
JH,66,549434.0,108269.0
JH,67,774200.0,117535.0
JH,68,411847.0,99645.0
JH,69,419764.0,170520.0
JH,70,426748.0,202489.0
JH,71,325369.0,124553.0
JH,72,656480.0,204476.0
JH,73,480952.0,147515.0
JH,74,540228.0,174393.0
JK,1,0.0,0.0
JK,2,0.0,0.0
JK,3,0.0,0.0
JK,4,0.0,0.0
JK,5,0.0,0.0
JK,6,0.0,0.0
JK,7,0.0,0.0
JK,8,0.0,0.0
JK,9,0.0,0.0
JK,10,0.0,0.0
JK,11,0.0,0.0
JK,12,0.0,0.0
JK,13,0.0,0.0
JK,14,0.0,0.0
JK,15,0.0,0.0
JK,16,0.0,0.0
JK,17,0.0,0.0
JK,18,0.0,0.0
JK,19,0.0,0.0
JK,20,0.0,0.0
JK,21,0.0,0.0
JK,22,0.0,0.0
JK,23,0.0,0.0
JK,24,0.0,0.0
JK,25,0.0,0.0
JK,26,0.0,0.0
JK,27,0.0,0.0
JK,28,0.0,0.0
JK,29,0.0,0.0
JK,30,0.0,0.0
JK,31,0.0,0.0
JK,32,0.0,0.0
JK,33,0.0,0.0
JK,34,0.0,0.0
JK,35,0.0,0.0
JK,36,0.0,0.0
JK,37,0.0,0.0
JK,38,0.0,0.0
JK,39,0.0,0.0
JK,40,0.0,0.0
JK,41,0.0,0.0
JK,42,0.0,0.0
JK,43,0.0,0.0
JK,44,447.0,0.0
JK,45,5146.0,0.0
JK,46,15668.0,0.0
JK,47,19648.0,0.0
JK,48,76768.0,722.0
JK,49,68420.0,5536.0
JK,50,36289.0,9429.0
JK,51,66458.0,9418.0
JK,52,73822.0,31109.0
JK,53,107215.0,54887.0
JK,54,113114.0,34887.0
JK,55,154072.0,13534.0
JK,56,358537.0,31203.0
JK,57,263001.0,39658.0
JK,58,332605.0,75128.0
JK,59,304779.0,74739.0
JK,60,240266.0,100981.0
JK,61,77052.0,51755.0
JK,62,104877.0,4427.0
JK,63,281672.0,5436.0
JK,64,196504.0,22221.0
JK,65,172502.0,17637.0
JK,66,282829.0,19319.0
JK,67,291914.0,37027.0
JK,68,369468.0,107633.0
JK,69,280445.0,74628.0
JK,70,219413.0,148004.0
JK,71,174117.0,164160.0
JK,72,219244.0,175570.0
JK,73,328255.0,146468.0
JK,74,311680.0,117916.0
KA,1,0.0,0.0
KA,2,0.0,0.0
KA,3,0.0,0.0
KA,4,0.0,0.0
KA,5,0.0,0.0
KA,6,0.0,0.0
KA,7,0.0,0.0
KA,8,0.0,0.0
KA,9,0.0,0.0
KA,10,0.0,0.0
KA,11,0.0,0.0
KA,12,0.0,0.0
KA,13,0.0,0.0
KA,14,0.0,0.0
KA,15,0.0,0.0
KA,16,0.0,0.0
KA,17,0.0,0.0
KA,18,0.0,0.0
KA,19,0.0,0.0
KA,20,0.0,0.0
KA,21,0.0,0.0
KA,22,0.0,0.0
KA,23,0.0,0.0
KA,24,0.0,0.0
KA,25,0.0,0.0
KA,26,0.0,0.0
KA,27,0.0,0.0
KA,28,0.0,0.0
KA,29,0.0,0.0
KA,30,0.0,0.0
KA,31,0.0,0.0
KA,32,0.0,0.0
KA,33,0.0,0.0
KA,34,0.0,0.0
KA,35,0.0,0.0
KA,36,0.0,0.0
KA,37,0.0,0.0
KA,38,0.0,0.0
KA,39,0.0,0.0
KA,40,0.0,0.0
KA,41,0.0,0.0
KA,42,0.0,0.0
KA,43,0.0,0.0
KA,44,3810.0,0.0
KA,45,80775.0,0.0
KA,46,161853.0,0.0
KA,47,75083.0,0.0
KA,48,114149.0,15.0
KA,49,111109.0,117066.0
KA,50,64556.0,104609.0
KA,51,67269.0,23113.0
KA,52,316522.0,80994.0
KA,53,1003866.0,70724.0
KA,54,856080.0,46189.0
KA,55,1116446.0,36523.0
KA,56,1530544.0,85162.0
KA,57,947057.0,178371.0
KA,58,989996.0,410957.0
KA,59,739375.0,444730.0
KA,60,398587.0,421364.0
KA,61,350127.0,477435.0
KA,62,480735.0,119400.0
KA,63,1217660.0,104379.0
KA,64,1580584.0,141383.0
KA,65,1678867.0,144767.0
KA,66,1320335.0,208824.0
KA,67,2883750.0,317149.0
KA,68,1512669.0,504248.0
KA,69,1252304.0,627216.0
KA,70,1097069.0,595421.0
KA,71,934464.0,642256.0
KA,72,956340.0,626938.0
KA,73,1626937.0,766505.0
KA,74,1193412.0,541653.0
KL,1,0.0,0.0
KL,2,0.0,0.0
KL,3,0.0,0.0
KL,4,0.0,0.0
KL,5,0.0,0.0
KL,6,0.0,0.0
KL,7,0.0,0.0
KL,8,0.0,0.0
KL,9,0.0,0.0
KL,10,0.0,0.0
KL,11,0.0,0.0
KL,12,0.0,0.0
KL,13,0.0,0.0
KL,14,0.0,0.0
KL,15,0.0,0.0
KL,16,0.0,0.0
KL,17,0.0,0.0
KL,18,0.0,0.0
KL,19,0.0,0.0
KL,20,0.0,0.0
KL,21,0.0,0.0
KL,22,0.0,0.0
KL,23,0.0,0.0
KL,24,0.0,0.0
KL,25,0.0,0.0
KL,26,0.0,0.0
KL,27,0.0,0.0
KL,28,0.0,0.0
KL,29,0.0,0.0
KL,30,0.0,0.0
KL,31,0.0,0.0
KL,32,0.0,0.0
KL,33,0.0,0.0
KL,34,0.0,0.0
KL,35,0.0,0.0
KL,36,0.0,0.0
KL,37,0.0,0.0
KL,38,0.0,0.0
KL,39,0.0,0.0
KL,40,0.0,0.0
KL,41,0.0,0.0
KL,42,0.0,0.0
KL,43,0.0,0.0
KL,44,1681.0,0.0
KL,45,20263.0,0.0
KL,46,112281.0,0.0
KL,47,137506.0,0.0
KL,48,66436.0,0.0
KL,49,68561.0,38833.0
KL,50,82385.0,65387.0
KL,51,266903.0,82935.0
KL,52,286070.0,92459.0
KL,53,390816.0,70974.0
KL,54,467076.0,38955.0
KL,55,1516422.0,32540.0
KL,56,854454.0,70813.0
KL,57,887737.0,181061.0
KL,58,629977.0,365230.0
KL,59,281158.0,316503.0
KL,60,117554.0,409013.0
KL,61,238917.0,226940.0
KL,62,197568.0,28873.0
KL,63,546842.0,24248.0
KL,64,887365.0,112227.0
KL,65,885676.0,80716.0
KL,66,733256.0,188591.0
KL,67,829185.0,550951.0
KL,68,656728.0,624472.0
KL,69,381780.0,520910.0
KL,70,445090.0,538167.0
KL,71,887317.0,926404.0
KL,72,1234251.0,466643.0
KL,73,1305579.0,311750.0
KL,74,1864857.0,292218.0
LA,1,0.0,0.0
LA,2,0.0,0.0
LA,3,0.0,0.0
LA,4,0.0,0.0
LA,5,0.0,0.0
LA,6,0.0,0.0
LA,7,0.0,0.0
LA,8,0.0,0.0
LA,9,0.0,0.0
LA,10,0.0,0.0
LA,11,0.0,0.0
LA,12,0.0,0.0
LA,13,0.0,0.0
LA,14,0.0,0.0
LA,15,0.0,0.0
LA,16,0.0,0.0
LA,17,0.0,0.0
LA,18,0.0,0.0
LA,19,0.0,0.0
LA,20,0.0,0.0
LA,21,0.0,0.0
LA,22,0.0,0.0
LA,23,0.0,0.0
LA,24,0.0,0.0
LA,25,0.0,0.0
LA,26,0.0,0.0
LA,27,0.0,0.0
LA,28,0.0,0.0
LA,29,0.0,0.0
LA,30,0.0,0.0
LA,31,0.0,0.0
LA,32,0.0,0.0
LA,33,0.0,0.0
LA,34,0.0,0.0
LA,35,0.0,0.0
LA,36,0.0,0.0
LA,37,0.0,0.0
LA,38,0.0,0.0
LA,39,0.0,0.0
LA,40,0.0,0.0
LA,41,0.0,0.0
LA,42,0.0,0.0
LA,43,0.0,0.0
LA,44,9.0,0.0
LA,45,321.0,0.0
LA,46,629.0,0.0
LA,47,858.0,0.0
LA,48,1014.0,71.0
LA,49,2952.0,529.0
LA,50,3629.0,329.0
LA,51,4975.0,1049.0
LA,52,16350.0,926.0
LA,53,7582.0,2367.0
LA,54,1399.0,1382.0
LA,55,12989.0,-22.0
LA,56,11811.0,1282.0
LA,57,2639.0,2749.0
LA,58,4557.0,14163.0
LA,59,3270.0,9633.0
LA,60,8048.0,2030.0
LA,61,3613.0,764.0
LA,62,8160.0,7.0
LA,63,22031.0,20.0
LA,64,23530.0,33.0
LA,65,13316.0,69.0
LA,66,8127.0,96.0
LA,67,6862.0,9816.0
LA,68,5132.0,11037.0
LA,69,7582.0,2400.0
LA,70,3585.0,1439.0
LA,71,800.0,1102.0
LA,72,1311.0,4375.0
LA,73,1345.0,2313.0
LA,74,1109.0,2866.0
LD,1,0.0,0.0
LD,2,0.0,0.0
LD,3,0.0,0.0
LD,4,0.0,0.0
LD,5,0.0,0.0
LD,6,0.0,0.0
LD,7,0.0,0.0
LD,8,0.0,0.0
LD,9,0.0,0.0
LD,10,0.0,0.0
LD,11,0.0,0.0
LD,12,0.0,0.0
LD,13,0.0,0.0
LD,14,0.0,0.0
LD,15,0.0,0.0
LD,16,0.0,0.0
LD,17,0.0,0.0
LD,18,0.0,0.0
LD,19,0.0,0.0
LD,20,0.0,0.0
LD,21,0.0,0.0
LD,22,0.0,0.0
LD,23,0.0,0.0
LD,24,0.0,0.0
LD,25,0.0,0.0
LD,26,0.0,0.0
LD,27,0.0,0.0
LD,28,0.0,0.0
LD,29,0.0,0.0
LD,30,0.0,0.0
LD,31,0.0,0.0
LD,32,0.0,0.0
LD,33,0.0,0.0
LD,34,0.0,0.0
LD,35,0.0,0.0
LD,36,0.0,0.0
LD,37,0.0,0.0
LD,38,0.0,0.0
LD,39,0.0,0.0
LD,40,0.0,0.0
LD,41,0.0,0.0
LD,42,0.0,0.0
LD,43,0.0,0.0
LD,44,16.0,0.0
LD,45,718.0,0.0
LD,46,73.0,0.0
LD,47,26.0,0.0
LD,48,742.0,0.0
LD,49,114.0,81.0
LD,50,135.0,26.0
LD,51,115.0,32.0
LD,52,1066.0,720.0
LD,53,623.0,628.0
LD,54,539.0,194.0
LD,55,1411.0,140.0
LD,56,4572.0,736.0
LD,57,4011.0,427.0
LD,58,3092.0,785.0
LD,59,1917.0,505.0
LD,60,1070.0,1179.0
LD,61,1212.0,1353.0
LD,62,1654.0,115.0
LD,63,2086.0,23.0
LD,64,6130.0,28.0
LD,65,7684.0,105.0
LD,66,5120.0,81.0
LD,67,2127.0,325.0
LD,68,831.0,1065.0
LD,69,852.0,2122.0
LD,70,1010.0,2340.0
LD,71,692.0,1432.0
LD,72,600.0,1529.0
LD,73,613.0,890.0
LD,74,827.0,1014.0
MH,1,0.0,0.0
MH,2,0.0,0.0
MH,3,0.0,0.0
MH,4,0.0,0.0
MH,5,0.0,0.0
MH,6,0.0,0.0
MH,7,0.0,0.0
MH,8,0.0,0.0
MH,9,0.0,0.0
MH,10,0.0,0.0
MH,11,0.0,0.0
MH,12,0.0,0.0
MH,13,0.0,0.0
MH,14,0.0,0.0
MH,15,0.0,0.0
MH,16,0.0,0.0
MH,17,0.0,0.0
MH,18,0.0,0.0
MH,19,0.0,0.0
MH,20,0.0,0.0
MH,21,0.0,0.0
MH,22,0.0,0.0
MH,23,0.0,0.0
MH,24,0.0,0.0
MH,25,0.0,0.0
MH,26,0.0,0.0
MH,27,0.0,0.0
MH,28,0.0,0.0
MH,29,0.0,0.0
MH,30,0.0,0.0
MH,31,0.0,0.0
MH,32,0.0,0.0
MH,33,0.0,0.0
MH,34,0.0,0.0
MH,35,0.0,0.0
MH,36,0.0,0.0
MH,37,0.0,0.0
MH,38,0.0,0.0
MH,39,0.0,0.0
MH,40,0.0,0.0
MH,41,0.0,0.0
MH,42,0.0,0.0
MH,43,0.0,0.0
MH,44,5726.0,0.0
MH,45,63569.0,0.0
MH,46,164398.0,0.0
MH,47,202536.0,0.0
MH,48,216572.0,170.0
MH,49,215443.0,45244.0
MH,50,160121.0,113244.0
MH,51,296899.0,100919.0
MH,52,681065.0,152199.0
MH,53,942257.0,177480.0
MH,54,1073250.0,128956.0
MH,55,2474201.0,74323.0
MH,56,2473839.0,160842.0
MH,57,1879952.0,335766.0
MH,58,1477045.0,613961.0
MH,59,1310209.0,752567.0
MH,60,991799.0,662868.0
MH,61,1077530.0,888011.0
MH,62,627715.0,181306.0
MH,63,1375447.0,133559.0
MH,64,1568454.0,250105.0
MH,65,1415689.0,401441.0
MH,66,1440773.0,309258.0
MH,67,2912137.0,503333.0
MH,68,2025706.0,870945.0
MH,69,1527907.0,887485.0
MH,70,1738839.0,1298785.0
MH,71,1017462.0,801039.0
MH,72,1811093.0,1348164.0
MH,73,1571135.0,755234.0
MH,74,1644580.0,866488.0
ML,1,0.0,0.0
ML,2,0.0,0.0
ML,3,0.0,0.0
ML,4,0.0,0.0
ML,5,0.0,0.0
ML,6,0.0,0.0
ML,7,0.0,0.0
ML,8,0.0,0.0
ML,9,0.0,0.0
ML,10,0.0,0.0
ML,11,0.0,0.0
ML,12,0.0,0.0
ML,13,0.0,0.0
ML,14,0.0,0.0
ML,15,0.0,0.0
ML,16,0.0,0.0
ML,17,0.0,0.0
ML,18,0.0,0.0
ML,19,0.0,0.0
ML,20,0.0,0.0
ML,21,0.0,0.0
ML,22,0.0,0.0
ML,23,0.0,0.0
ML,24,0.0,0.0
ML,25,0.0,0.0
ML,26,0.0,0.0
ML,27,0.0,0.0
ML,28,0.0,0.0
ML,29,0.0,0.0
ML,30,0.0,0.0
ML,31,0.0,0.0
ML,32,0.0,0.0
ML,33,0.0,0.0
ML,34,0.0,0.0
ML,35,0.0,0.0
ML,36,0.0,0.0
ML,37,0.0,0.0
ML,38,0.0,0.0
ML,39,0.0,0.0
ML,40,0.0,0.0
ML,41,0.0,0.0
ML,42,0.0,0.0
ML,43,0.0,0.0
ML,44,102.0,0.0
ML,45,607.0,0.0
ML,46,2361.0,0.0
ML,47,2515.0,0.0
ML,48,7320.0,91.0
ML,49,16523.0,1592.0
ML,50,10786.0,1923.0
ML,51,7128.0,1902.0
ML,52,10312.0,5466.0
ML,53,10290.0,10536.0
ML,54,10160.0,10000.0
ML,55,7139.0,1367.0
ML,56,17841.0,5365.0
ML,57,22441.0,5708.0
ML,58,32140.0,7907.0
ML,59,79815.0,8679.0
ML,60,37901.0,7371.0
ML,61,51381.0,6154.0
ML,62,33455.0,92.0
ML,63,29111.0,168.0
ML,64,12953.0,141.0
ML,65,24645.0,226.0
ML,66,87909.0,383.0
ML,67,72202.0,1434.0
ML,68,62869.0,6993.0
ML,69,62582.0,14007.0
ML,70,64914.0,22242.0
ML,71,58666.0,44507.0
ML,72,52216.0,34162.0
ML,73,44129.0,27889.0
ML,74,36387.0,31054.0
MN,1,0.0,0.0
MN,2,0.0,0.0
MN,3,0.0,0.0
MN,4,0.0,0.0
MN,5,0.0,0.0
MN,6,0.0,0.0
MN,7,0.0,0.0
MN,8,0.0,0.0
MN,9,0.0,0.0
MN,10,0.0,0.0
MN,11,0.0,0.0
MN,12,0.0,0.0
MN,13,0.0,0.0
MN,14,0.0,0.0
MN,15,0.0,0.0
MN,16,0.0,0.0
MN,17,0.0,0.0
MN,18,0.0,0.0
MN,19,0.0,0.0
MN,20,0.0,0.0
MN,21,0.0,0.0
MN,22,0.0,0.0
MN,23,0.0,0.0
MN,24,0.0,0.0
MN,25,0.0,0.0
MN,26,0.0,0.0
MN,27,0.0,0.0
MN,28,0.0,0.0
MN,29,0.0,0.0
MN,30,0.0,0.0
MN,31,0.0,0.0
MN,32,0.0,0.0
MN,33,0.0,0.0
MN,34,0.0,0.0
MN,35,0.0,0.0
MN,36,0.0,0.0
MN,37,0.0,0.0
MN,38,0.0,0.0
MN,39,0.0,0.0
MN,40,0.0,0.0
MN,41,0.0,0.0
MN,42,0.0,0.0
MN,43,0.0,0.0
MN,44,181.0,0.0
MN,45,916.0,0.0
MN,46,1836.0,0.0
MN,47,4048.0,0.0
MN,48,13830.0,55.0
MN,49,16712.0,1299.0
MN,50,10789.0,899.0
MN,51,13567.0,2286.0
MN,52,7923.0,5503.0
MN,53,5794.0,9586.0
MN,54,5835.0,10125.0
MN,55,1764.0,4015.0
MN,56,5619.0,9618.0
MN,57,13302.0,6624.0
MN,58,22319.0,5755.0
MN,59,77829.0,5937.0
MN,60,61348.0,5193.0
MN,61,43660.0,2830.0
MN,62,36440.0,341.0
MN,63,36977.0,270.0
MN,64,40799.0,580.0
MN,65,44617.0,516.0
MN,66,26947.0,711.0
MN,67,37680.0,905.0
MN,68,113145.0,2642.0
MN,69,132645.0,8924.0
MN,70,146530.0,19403.0
MN,71,106194.0,53225.0
MN,72,79047.0,48176.0
MN,73,42589.0,33042.0
MN,74,23004.0,27890.0
MP,1,0.0,0.0
MP,2,0.0,0.0
MP,3,0.0,0.0
MP,4,0.0,0.0
MP,5,0.0,0.0
MP,6,0.0,0.0
MP,7,0.0,0.0
MP,8,0.0,0.0
MP,9,0.0,0.0
MP,10,0.0,0.0
MP,11,0.0,0.0
MP,12,0.0,0.0
MP,13,0.0,0.0
MP,14,0.0,0.0
MP,15,0.0,0.0
MP,16,0.0,0.0
MP,17,0.0,0.0
MP,18,0.0,0.0
MP,19,0.0,0.0
MP,20,0.0,0.0
MP,21,0.0,0.0
MP,22,0.0,0.0
MP,23,0.0,0.0
MP,24,0.0,0.0
MP,25,0.0,0.0
MP,26,0.0,0.0
MP,27,0.0,0.0
MP,28,0.0,0.0
MP,29,0.0,0.0
MP,30,0.0,0.0
MP,31,0.0,0.0
MP,32,0.0,0.0
MP,33,0.0,0.0
MP,34,0.0,0.0
MP,35,0.0,0.0
MP,36,0.0,0.0
MP,37,0.0,0.0
MP,38,0.0,0.0
MP,39,0.0,0.0
MP,40,0.0,0.0
MP,41,0.0,0.0
MP,42,0.0,0.0
MP,43,0.0,0.0
MP,44,9435.0,0.0
MP,45,28993.0,0.0
MP,46,246354.0,0.0
MP,47,48050.0,0.0
MP,48,215440.0,3.0
MP,49,83365.0,3806.0
MP,50,13079.0,155853.0
MP,51,173094.0,72374.0
MP,52,244648.0,102524.0
MP,53,721547.0,121546.0
MP,54,762733.0,40898.0
MP,55,964061.0,35577.0
MP,56,1355695.0,65850.0
MP,57,1680423.0,158824.0
MP,58,395867.0,195346.0
MP,59,100502.0,151316.0
MP,60,158351.0,328523.0
MP,61,271204.0,258266.0
MP,62,554907.0,62412.0
MP,63,1070688.0,31114.0
MP,64,1698452.0,48389.0
MP,65,1159215.0,109117.0
MP,66,1008031.0,112871.0
MP,67,4480345.0,302148.0
MP,68,1337997.0,455718.0
MP,69,1345678.0,976357.0
MP,70,1040003.0,225132.0
MP,71,2118982.0,534334.0
MP,72,3543073.0,620699.0
MP,73,2381061.0,472778.0
MP,74,2453364.0,451853.0
MZ,1,0.0,0.0
MZ,2,0.0,0.0
MZ,3,0.0,0.0
MZ,4,0.0,0.0
MZ,5,0.0,0.0
MZ,6,0.0,0.0
MZ,7,0.0,0.0
MZ,8,0.0,0.0
MZ,9,0.0,0.0
MZ,10,0.0,0.0
MZ,11,0.0,0.0
MZ,12,0.0,0.0
MZ,13,0.0,0.0
MZ,14,0.0,0.0
MZ,15,0.0,0.0
MZ,16,0.0,0.0
MZ,17,0.0,0.0
MZ,18,0.0,0.0
MZ,19,0.0,0.0
MZ,20,0.0,0.0
MZ,21,0.0,0.0
MZ,22,0.0,0.0
MZ,23,0.0,0.0
MZ,24,0.0,0.0
MZ,25,0.0,0.0
MZ,26,0.0,0.0
MZ,27,0.0,0.0
MZ,28,0.0,0.0
MZ,29,0.0,0.0
MZ,30,0.0,0.0
MZ,31,0.0,0.0
MZ,32,0.0,0.0
MZ,33,0.0,0.0
MZ,34,0.0,0.0
MZ,35,0.0,0.0
MZ,36,0.0,0.0
MZ,37,0.0,0.0
MZ,38,0.0,0.0
MZ,39,0.0,0.0
MZ,40,0.0,0.0
MZ,41,0.0,0.0
MZ,42,0.0,0.0
MZ,43,0.0,0.0
MZ,44,105.0,0.0
MZ,45,1765.0,0.0
MZ,46,6107.0,0.0
MZ,47,1493.0,0.0
MZ,48,709.0,75.0
MZ,49,4505.0,2159.0
MZ,50,7238.0,3398.0
MZ,51,12105.0,3543.0
MZ,52,11726.0,939.0
MZ,53,6739.0,2017.0
MZ,54,3005.0,1460.0
MZ,55,1012.0,1015.0
MZ,56,17093.0,6977.0
MZ,57,48566.0,10105.0
MZ,58,48597.0,8657.0
MZ,59,43101.0,4472.0
MZ,60,17299.0,2215.0
MZ,61,7638.0,3935.0
MZ,62,13396.0,16.0
MZ,63,10097.0,104.0
MZ,64,10024.0,128.0
MZ,65,19548.0,1104.0
MZ,66,84164.0,335.0
MZ,67,121109.0,586.0
MZ,68,43352.0,6433.0
MZ,69,42814.0,28389.0
MZ,70,25979.0,39446.0
MZ,71,17275.0,44035.0
MZ,72,12487.0,25407.0
MZ,73,14266.0,8002.0
MZ,74,6795.0,12739.0
NL,1,0.0,0.0
NL,2,0.0,0.0
NL,3,0.0,0.0
NL,4,0.0,0.0
NL,5,0.0,0.0
NL,6,0.0,0.0
NL,7,0.0,0.0
NL,8,0.0,0.0
NL,9,0.0,0.0
NL,10,0.0,0.0
NL,11,0.0,0.0
NL,12,0.0,0.0
NL,13,0.0,0.0
NL,14,0.0,0.0
NL,15,0.0,0.0
NL,16,0.0,0.0
NL,17,0.0,0.0
NL,18,0.0,0.0
NL,19,0.0,0.0
NL,20,0.0,0.0
NL,21,0.0,0.0
NL,22,0.0,0.0
NL,23,0.0,0.0
NL,24,0.0,0.0
NL,25,0.0,0.0
NL,26,0.0,0.0
NL,27,0.0,0.0
NL,28,0.0,0.0
NL,29,0.0,0.0
NL,30,0.0,0.0
NL,31,0.0,0.0
NL,32,0.0,0.0
NL,33,0.0,0.0
NL,34,0.0,0.0
NL,35,0.0,0.0
NL,36,0.0,0.0
NL,37,0.0,0.0
NL,38,0.0,0.0
NL,39,0.0,0.0
NL,40,0.0,0.0
NL,41,0.0,0.0
NL,42,0.0,0.0
NL,43,0.0,0.0
NL,44,94.0,0.0
NL,45,1480.0,0.0
NL,46,1955.0,0.0
NL,47,563.0,0.0
NL,48,4949.0,0.0
NL,49,10760.0,3438.0
NL,50,7607.0,1562.0
NL,51,4492.0,549.0
NL,52,6971.0,3567.0
NL,53,7507.0,5901.0
NL,54,8497.0,5999.0
NL,55,5098.0,1487.0
NL,56,15361.0,3643.0
NL,57,33191.0,4381.0
NL,58,28707.0,4520.0
NL,59,22323.0,5243.0
NL,60,12673.0,6099.0
NL,61,9820.0,5388.0
NL,62,13442.0,78.0
NL,63,15068.0,75.0
NL,64,19283.0,119.0
NL,65,50681.0,299.0
NL,66,61452.0,700.0
NL,67,61613.0,1797.0
NL,68,52805.0,9622.0
NL,69,45765.0,23291.0
NL,70,42855.0,25080.0
NL,71,47226.0,22436.0
NL,72,23702.0,13892.0
NL,73,13878.0,7811.0
NL,74,9561.0,10963.0
OR,1,0.0,0.0
OR,2,0.0,0.0
OR,3,0.0,0.0
OR,4,0.0,0.0
OR,5,0.0,0.0
OR,6,0.0,0.0
OR,7,0.0,0.0
OR,8,0.0,0.0
OR,9,0.0,0.0
OR,10,0.0,0.0
OR,11,0.0,0.0
OR,12,0.0,0.0
OR,13,0.0,0.0
OR,14,0.0,0.0
OR,15,0.0,0.0
OR,16,0.0,0.0
OR,17,0.0,0.0
OR,18,0.0,0.0
OR,19,0.0,0.0
OR,20,0.0,0.0
OR,21,0.0,0.0
OR,22,0.0,0.0
OR,23,0.0,0.0
OR,24,0.0,0.0
OR,25,0.0,0.0
OR,26,0.0,0.0
OR,27,0.0,0.0
OR,28,0.0,0.0
OR,29,0.0,0.0
OR,30,0.0,0.0
OR,31,0.0,0.0
OR,32,0.0,0.0
OR,33,0.0,0.0
OR,34,0.0,0.0
OR,35,0.0,0.0
OR,36,0.0,0.0
OR,37,0.0,0.0
OR,38,0.0,0.0
OR,39,0.0,0.0
OR,40,0.0,0.0
OR,41,0.0,0.0
OR,42,0.0,0.0
OR,43,0.0,0.0
OR,44,3420.0,0.0
OR,45,85672.0,0.0
OR,46,69237.0,0.0
OR,47,62072.0,0.0
OR,48,139802.0,3.0
OR,49,59049.0,70538.0
OR,50,21283.0,62750.0
OR,51,138775.0,31964.0
OR,52,221962.0,104007.0
OR,53,510834.0,53989.0
OR,54,430553.0,26073.0
OR,55,650768.0,45388.0
OR,56,1210986.0,88834.0
OR,57,656520.0,119490.0
OR,58,472718.0,190291.0
OR,59,204496.0,140252.0
OR,60,118250.0,200530.0
OR,61,199788.0,271268.0
OR,62,403837.0,35874.0
OR,63,578266.0,29373.0
OR,64,539813.0,34276.0
OR,65,569870.0,124846.0
OR,66,671263.0,176927.0
OR,67,1497362.0,215934.0
OR,68,479221.0,183594.0
OR,69,730829.0,510608.0
OR,70,463002.0,355093.0
OR,71,597236.0,536092.0
OR,72,796722.0,307479.0
OR,73,1143479.0,234799.0
OR,74,1282572.0,324652.0
PB,1,0.0,0.0
PB,2,0.0,0.0
PB,3,0.0,0.0
PB,4,0.0,0.0
PB,5,0.0,0.0
PB,6,0.0,0.0
PB,7,0.0,0.0
PB,8,0.0,0.0
PB,9,0.0,0.0
PB,10,0.0,0.0
PB,11,0.0,0.0
PB,12,0.0,0.0
PB,13,0.0,0.0
PB,14,0.0,0.0
PB,15,0.0,0.0
PB,16,0.0,0.0
PB,17,0.0,0.0
PB,18,0.0,0.0
PB,19,0.0,0.0
PB,20,0.0,0.0
PB,21,0.0,0.0
PB,22,0.0,0.0
PB,23,0.0,0.0
PB,24,0.0,0.0
PB,25,0.0,0.0
PB,26,0.0,0.0
PB,27,0.0,0.0
PB,28,0.0,0.0
PB,29,0.0,0.0
PB,30,0.0,0.0
PB,31,0.0,0.0
PB,32,0.0,0.0
PB,33,0.0,0.0
PB,34,0.0,0.0
PB,35,0.0,0.0
PB,36,0.0,0.0
PB,37,0.0,0.0
PB,38,0.0,0.0
PB,39,0.0,0.0
PB,40,0.0,0.0
PB,41,0.0,0.0
PB,42,0.0,0.0
PB,43,0.0,0.0
PB,44,339.0,0.0
PB,45,16180.0,0.0
PB,46,29129.0,0.0
PB,47,18751.0,0.0
PB,48,27589.0,62.0
PB,49,24720.0,12229.0
PB,50,32491.0,20203.0
PB,51,59316.0,13338.0
PB,52,85862.0,18972.0
PB,53,151231.0,19958.0
PB,54,207963.0,16206.0
PB,55,380030.0,17945.0
PB,56,584632.0,32394.0
PB,57,527457.0,55250.0
PB,58,470970.0,101050.0
PB,59,405841.0,135508.0
PB,60,251366.0,142759.0
PB,61,215032.0,120393.0
PB,62,154749.0,20148.0
PB,63,163372.0,35310.0
PB,64,272281.0,31263.0
PB,65,290780.0,24039.0
PB,66,165350.0,33066.0
PB,67,611485.0,117069.0
PB,68,564016.0,216170.0
PB,69,334440.0,158426.0
PB,70,440082.0,208682.0
PB,71,234134.0,199921.0
PB,72,472618.0,212914.0
PB,73,668889.0,239647.0
PB,74,544924.0,315711.0
PY,1,0.0,0.0
PY,2,0.0,0.0
PY,3,0.0,0.0
PY,4,0.0,0.0
PY,5,0.0,0.0
PY,6,0.0,0.0
PY,7,0.0,0.0
PY,8,0.0,0.0
PY,9,0.0,0.0
PY,10,0.0,0.0
PY,11,0.0,0.0
PY,12,0.0,0.0
PY,13,0.0,0.0
PY,14,0.0,0.0
PY,15,0.0,0.0
PY,16,0.0,0.0
PY,17,0.0,0.0
PY,18,0.0,0.0
PY,19,0.0,0.0
