Stateid,timeid,dose1,dose2
PY,20,0.0,0.0
PY,21,0.0,0.0
PY,22,0.0,0.0
PY,23,0.0,0.0
PY,24,0.0,0.0
PY,25,0.0,0.0
PY,26,0.0,0.0
PY,27,0.0,0.0
PY,28,0.0,0.0
PY,29,0.0,0.0
PY,30,0.0,0.0
PY,31,0.0,0.0
PY,32,0.0,0.0
PY,33,0.0,0.0
PY,34,0.0,0.0
PY,35,0.0,0.0
PY,36,0.0,0.0
PY,37,0.0,0.0
PY,38,0.0,0.0
PY,39,0.0,0.0
PY,40,0.0,0.0
PY,41,0.0,0.0
PY,42,0.0,0.0
PY,43,0.0,0.0
PY,44,92.0,0.0
PY,45,721.0,0.0
PY,46,1256.0,0.0
PY,47,915.0,0.0
PY,48,2259.0,68.0
PY,49,3740.0,739.0
PY,50,1066.0,398.0
PY,51,4916.0,1011.0
PY,52,8444.0,1400.0
PY,53,14880.0,1801.0
PY,54,17829.0,942.0
PY,55,18143.0,1320.0
PY,56,12935.0,1936.0
PY,57,62923.0,4104.0
PY,58,11770.0,6185.0
PY,59,8532.0,9243.0
PY,60,6300.0,10890.0
PY,61,6317.0,10418.0
PY,62,10720.0,405.0
PY,63,18689.0,287.0
PY,64,22439.0,518.0
PY,65,37002.0,1191.0
PY,66,82298.0,3087.0
PY,67,62436.0,6926.0
PY,68,37659.0,9195.0
PY,69,25635.0,35009.0
PY,70,37986.0,20767.0
PY,71,27745.0,10740.0
PY,72,26086.0,6912.0
PY,73,24601.0,4988.0
PY,74,19944.0,6756.0
RJ,1,0.0,0.0
RJ,2,0.0,0.0
RJ,3,0.0,0.0
RJ,4,0.0,0.0
RJ,5,0.0,0.0
RJ,6,0.0,0.0
RJ,7,0.0,0.0
RJ,8,0.0,0.0
RJ,9,0.0,0.0
RJ,10,0.0,0.0
RJ,11,0.0,0.0
RJ,12,0.0,0.0
RJ,13,0.0,0.0
RJ,14,0.0,0.0
RJ,15,0.0,0.0
RJ,16,0.0,0.0
RJ,17,0.0,0.0
RJ,18,0.0,0.0
RJ,19,0.0,0.0
RJ,20,0.0,0.0
RJ,21,0.0,0.0
RJ,22,0.0,0.0
RJ,23,0.0,0.0
RJ,24,0.0,0.0
RJ,25,0.0,0.0
RJ,26,0.0,0.0
RJ,27,0.0,0.0
RJ,28,0.0,0.0
RJ,29,0.0,0.0
RJ,30,0.0,0.0
RJ,31,0.0,0.0
RJ,32,0.0,0.0
RJ,33,0.0,0.0
RJ,34,0.0,0.0
RJ,35,0.0,0.0
RJ,36,0.0,0.0
RJ,37,0.0,0.0
RJ,38,0.0,0.0
RJ,39,0.0,0.0
RJ,40,0.0,0.0
RJ,41,0.0,0.0
RJ,42,0.0,0.0
RJ,43,0.0,0.0
RJ,44,3285.0,0.0
RJ,45,44630.0,0.0
RJ,46,260008.0,0.0
RJ,47,126859.0,0.0
RJ,48,150788.0,0.0
RJ,49,187668.0,36825.0
RJ,50,16240.0,184117.0
RJ,51,915155.0,98478.0
RJ,52,648245.0,124376.0
RJ,53,1127685.0,189443.0
RJ,54,1112215.0,27122.0
RJ,55,975225.0,141525.0
RJ,56,2880719.0,312989.0
RJ,57,881931.0,250727.0
RJ,58,967612.0,543249.0
RJ,59,537635.0,339558.0
RJ,60,599274.0,403010.0
RJ,61,716229.0,332660.0
RJ,62,767046.0,41975.0
RJ,63,750240.0,65050.0
RJ,64,776273.0,126025.0
RJ,65,1828120.0,116780.0
RJ,66,1206696.0,55582.0
RJ,67,2710837.0,407036.0
RJ,68,1138425.0,540541.0
RJ,69,334966.0,330302.0
RJ,70,1161326.0,847280.0
RJ,71,1095512.0,763765.0
RJ,72,1051186.0,1218175.0
RJ,73,1738717.0,747531.0
RJ,74,1821035.0,739438.0
SK,1,0.0,0.0
SK,2,0.0,0.0
SK,3,0.0,0.0
SK,4,0.0,0.0
SK,5,0.0,0.0
SK,6,0.0,0.0
SK,7,0.0,0.0
SK,8,0.0,0.0
SK,9,0.0,0.0
SK,10,0.0,0.0
SK,11,0.0,0.0
SK,12,0.0,0.0
SK,13,0.0,0.0
SK,14,0.0,0.0
SK,15,0.0,0.0
SK,16,0.0,0.0
SK,17,0.0,0.0
SK,18,0.0,0.0
SK,19,0.0,0.0
SK,20,0.0,0.0
SK,21,0.0,0.0
SK,22,0.0,0.0
SK,23,0.0,0.0
SK,24,0.0,0.0
SK,25,0.0,0.0
SK,26,0.0,0.0
SK,27,0.0,0.0
SK,28,0.0,0.0
SK,29,0.0,0.0
SK,30,0.0,0.0
SK,31,0.0,0.0
SK,32,0.0,0.0
SK,33,0.0,0.0
SK,34,0.0,0.0
SK,35,0.0,0.0
SK,36,0.0,0.0
SK,37,0.0,0.0
SK,38,0.0,0.0
SK,39,0.0,0.0
SK,40,0.0,0.0
SK,41,0.0,0.0
SK,42,0.0,0.0
SK,43,0.0,0.0
SK,44,7.0,0.0
SK,45,292.0,0.0
SK,46,1408.0,0.0
SK,47,3382.0,0.0
SK,48,2953.0,0.0
SK,49,4180.0,699.0
SK,50,5425.0,766.0
SK,51,7574.0,2791.0
SK,52,13895.0,3329.0
SK,53,12503.0,2529.0
SK,54,8783.0,2809.0
SK,55,5816.0,-261.0
SK,56,33745.0,2576.0
SK,57,39431.0,5491.0
SK,58,14185.0,11141.0
SK,59,7785.0,11726.0
SK,60,3408.0,10773.0
SK,61,1428.0,5225.0
SK,62,8466.0,43.0
SK,63,4572.0,16.0
SK,64,676.0,61.0
SK,65,33676.0,85.0
SK,66,85132.0,112.0
SK,67,72812.0,1686.0
SK,68,44863.0,23584.0
SK,69,25728.0,33281.0
SK,70,22258.0,17637.0
SK,71,17658.0,8405.0
SK,72,8590.0,3601.0
SK,73,6523.0,2638.0
SK,74,3675.0,7299.0
TG,1,0.0,0.0
TG,2,0.0,0.0
TG,3,0.0,0.0
TG,4,0.0,0.0
TG,5,0.0,0.0
TG,6,0.0,0.0
TG,7,0.0,0.0
TG,8,0.0,0.0
TG,9,0.0,0.0
TG,10,0.0,0.0
TG,11,0.0,0.0
TG,12,0.0,0.0
TG,13,0.0,0.0
TG,14,0.0,0.0
TG,15,0.0,0.0
TG,16,0.0,0.0
TG,17,0.0,0.0
TG,18,0.0,0.0
TG,19,0.0,0.0
TG,20,0.0,0.0
TG,21,0.0,0.0
TG,22,0.0,0.0
TG,23,0.0,0.0
TG,24,0.0,0.0
TG,25,0.0,0.0
TG,26,0.0,0.0
TG,27,0.0,0.0
TG,28,0.0,0.0
TG,29,0.0,0.0
TG,30,0.0,0.0
TG,31,0.0,0.0
TG,32,0.0,0.0
TG,33,0.0,0.0
TG,34,0.0,0.0
TG,35,0.0,0.0
TG,36,0.0,0.0
TG,37,0.0,0.0
TG,38,0.0,0.0
TG,39,0.0,0.0
TG,40,0.0,0.0
TG,41,0.0,0.0
TG,42,0.0,0.0
TG,43,0.0,0.0
TG,44,465.0,0.0
TG,45,25718.0,0.0
TG,46,68817.0,0.0
TG,47,40977.0,0.0
TG,48,73813.0,1929.0
TG,49,67727.0,77733.0
TG,50,13908.0,48002.0
TG,51,70657.0,31052.0
TG,52,101039.0,49366.0
TG,53,136218.0,11761.0
TG,54,185426.0,10709.0
TG,55,401078.0,18384.0
TG,56,577584.0,47562.0
TG,57,821537.0,70783.0
TG,58,915083.0,136500.0
TG,59,657886.0,125830.0
TG,60,230705.0,184711.0
TG,61,61390.0,249388.0
TG,62,3397.0,9671.0
TG,63,219348.0,171938.0
TG,64,602025.0,56939.0
TG,65,1213222.0,40586.0
TG,66,1196291.0,42555.0
TG,67,1165899.0,91356.0
TG,68,1089154.0,215383.0
TG,69,478232.0,285436.0
TG,70,450695.0,421780.0
TG,71,201798.0,541368.0
TG,72,179307.0,542890.0
TG,73,340091.0,410166.0
TG,74,484202.0,258336.0
TN,1,0.0,0.0
TN,2,0.0,0.0
TN,3,0.0,0.0
TN,4,0.0,0.0
TN,5,0.0,0.0
TN,6,0.0,0.0
TN,7,0.0,0.0
TN,8,0.0,0.0
TN,9,0.0,0.0
TN,10,0.0,0.0
TN,11,0.0,0.0
TN,12,0.0,0.0
TN,13,0.0,0.0
TN,14,0.0,0.0
TN,15,0.0,0.0
TN,16,0.0,0.0
TN,17,0.0,0.0
TN,18,0.0,0.0
TN,19,0.0,0.0
TN,20,0.0,0.0
TN,21,0.0,0.0
TN,22,0.0,0.0
TN,23,0.0,0.0
TN,24,0.0,0.0
TN,25,0.0,0.0
TN,26,0.0,0.0
TN,27,0.0,0.0
TN,28,0.0,0.0
TN,29,0.0,0.0
TN,30,0.0,0.0
TN,31,0.0,0.0
TN,32,0.0,0.0
TN,33,0.0,0.0
TN,34,0.0,0.0
TN,35,0.0,0.0
TN,36,0.0,0.0
TN,37,0.0,0.0
TN,38,0.0,0.0
TN,39,0.0,0.0
TN,40,0.0,0.0
TN,41,0.0,0.0
TN,42,0.0,0.0
TN,43,0.0,0.0
TN,44,1170.0,0.0
TN,45,29957.0,0.0
TN,46,45807.0,0.0
TN,47,49447.0,0.0
TN,48,68822.0,667.0
TN,49,60715.0,13288.0
TN,50,28722.0,21371.0
TN,51,269803.0,29846.0
TN,52,530641.0,53967.0
TN,53,664353.0,63496.0
TN,54,642748.0,46826.0
TN,55,429242.0,51001.0
TN,56,452737.0,110669.0
TN,57,789479.0,214270.0
TN,58,313018.0,345853.0
TN,59,295046.0,407923.0
TN,60,223744.0,291633.0
TN,61,267383.0,260422.0
TN,62,251669.0,50630.0
TN,63,1367236.0,51170.0
TN,64,1142961.0,81141.0
TN,65,578645.0,50912.0
TN,66,1735059.0,115425.0
TN,67,2181657.0,209470.0
TN,68,1502143.0,243981.0
TN,69,542310.0,226213.0
TN,70,1460195.0,517402.0
TN,71,1319775.0,325693.0
TN,72,1591118.0,417321.0
TN,73,1672023.0,417941.0
TN,74,1240484.0,280844.0
TR,1,0.0,0.0
TR,2,0.0,0.0
TR,3,0.0,0.0
TR,4,0.0,0.0
TR,5,0.0,0.0
TR,6,0.0,0.0
TR,7,0.0,0.0
TR,8,0.0,0.0
TR,9,0.0,0.0
TR,10,0.0,0.0
TR,11,0.0,0.0
TR,12,0.0,0.0
TR,13,0.0,0.0
TR,14,0.0,0.0
TR,15,0.0,0.0
TR,16,0.0,0.0
TR,17,0.0,0.0
TR,18,0.0,0.0
TR,19,0.0,0.0
TR,20,0.0,0.0
TR,21,0.0,0.0
TR,22,0.0,0.0
TR,23,0.0,0.0
TR,24,0.0,0.0
TR,25,0.0,0.0
TR,26,0.0,0.0
TR,27,0.0,0.0
TR,28,0.0,0.0
TR,29,0.0,0.0
TR,30,0.0,0.0
TR,31,0.0,0.0
TR,32,0.0,0.0
TR,33,0.0,0.0
TR,34,0.0,0.0
TR,35,0.0,0.0
TR,36,0.0,0.0
TR,37,0.0,0.0
TR,38,0.0,0.0
TR,39,0.0,0.0
TR,40,0.0,0.0
TR,41,0.0,0.0
TR,42,0.0,0.0
TR,43,0.0,0.0
TR,44,107.0,0.0
TR,45,3242.0,0.0
TR,46,17993.0,0.0
TR,47,10893.0,0.0
TR,48,29275.0,334.0
TR,49,19365.0,11080.0
TR,50,7214.0,9588.0
TR,51,18629.0,7932.0
TR,52,25927.0,18620.0
TR,53,116361.0,19131.0
TR,54,303750.0,8267.0
TR,55,83174.0,3923.0
TR,56,85000.0,12390.0
TR,57,45278.0,22711.0
TR,58,54367.0,77270.0
TR,59,86924.0,162825.0
TR,60,45448.0,111604.0
TR,61,32583.0,40986.0
TR,62,59022.0,334.0
TR,63,36084.0,578.0
TR,64,46963.0,471.0
TR,65,19783.0,4493.0
TR,66,236415.0,24532.0
TR,67,510210.0,36598.0
TR,68,104894.0,40919.0
TR,69,59108.0,32856.0
TR,70,82326.0,44761.0
TR,71,69473.0,49589.0
TR,72,150211.0,43390.0
TR,73,45271.0,14927.0
TR,74,28407.0,26677.0
UP,1,0.0,0.0
UP,2,0.0,0.0
UP,3,0.0,0.0
UP,4,0.0,0.0
UP,5,0.0,0.0
UP,6,0.0,0.0
UP,7,0.0,0.0
UP,8,0.0,0.0
UP,9,0.0,0.0
UP,10,0.0,0.0
UP,11,0.0,0.0
UP,12,0.0,0.0
UP,13,0.0,0.0
UP,14,0.0,0.0
UP,15,0.0,0.0
UP,16,0.0,0.0
UP,17,0.0,0.0
UP,18,0.0,0.0
UP,19,0.0,0.0
UP,20,0.0,0.0
UP,21,0.0,0.0
UP,22,0.0,0.0
UP,23,0.0,0.0
UP,24,0.0,0.0
UP,25,0.0,0.0
UP,26,0.0,0.0
UP,27,0.0,0.0
UP,28,0.0,0.0
UP,29,0.0,0.0
UP,30,0.0,0.0
UP,31,0.0,0.0
UP,32,0.0,0.0
UP,33,0.0,0.0
UP,34,0.0,0.0
UP,35,0.0,0.0
UP,36,0.0,0.0
UP,37,0.0,0.0
UP,38,0.0,0.0
UP,39,0.0,0.0
UP,40,0.0,0.0
UP,41,0.0,0.0
UP,42,0.0,0.0
UP,43,0.0,0.0
UP,44,2212.0,0.0
UP,45,28432.0,0.0
UP,46,402396.0,0.0
UP,47,205067.0,0.0
UP,48,226272.0,2.0
UP,49,272211.0,100269.0
UP,50,144485.0,287282.0
UP,51,204710.0,141651.0
UP,52,544744.0,91884.0
UP,53,1272671.0,274272.0
UP,54,1081781.0,125298.0
UP,55,1126447.0,45615.0
UP,56,1744325.0,171815.0
UP,57,1846548.0,371808.0
UP,58,677399.0,387326.0
UP,59,551585.0,372185.0
UP,60,583469.0,410587.0
UP,61,808617.0,480241.0
UP,62,1182001.0,84511.0
UP,63,1639131.0,105051.0
UP,64,2080422.0,177414.0
UP,65,2559576.0,167611.0
UP,66,2403130.0,228355.0
UP,67,4542151.0,298371.0
UP,68,1646890.0,498300.0
UP,69,3591625.0,977354.0
UP,70,2461828.0,724122.0
UP,71,3349507.0,687771.0
UP,72,3306246.0,581056.0
UP,73,4712487.0,601298.0
UP,74,3049900.0,788694.0
UT,1,0.0,0.0
UT,2,0.0,0.0
UT,3,0.0,0.0
UT,4,0.0,0.0
UT,5,0.0,0.0
UT,6,0.0,0.0
UT,7,0.0,0.0
UT,8,0.0,0.0
UT,9,0.0,0.0
UT,10,0.0,0.0
UT,11,0.0,0.0
UT,12,0.0,0.0
UT,13,0.0,0.0
UT,14,0.0,0.0
UT,15,0.0,0.0
UT,16,0.0,0.0
UT,17,0.0,0.0
UT,18,0.0,0.0
UT,19,0.0,0.0
UT,20,0.0,0.0
UT,21,0.0,0.0
UT,22,0.0,0.0
UT,23,0.0,0.0
UT,24,0.0,0.0
UT,25,0.0,0.0
UT,26,0.0,0.0
UT,27,0.0,0.0
UT,28,0.0,0.0
UT,29,0.0,0.0
UT,30,0.0,0.0
UT,31,0.0,0.0
UT,32,0.0,0.0
UT,33,0.0,0.0
UT,34,0.0,0.0
UT,35,0.0,0.0
UT,36,0.0,0.0
UT,37,0.0,0.0
UT,38,0.0,0.0
UT,39,0.0,0.0
UT,40,0.0,0.0
UT,41,0.0,0.0
UT,42,0.0,0.0
UT,43,0.0,0.0
UT,44,511.0,0.0
UT,45,2727.0,0.0
UT,46,20684.0,0.0
UT,47,46416.0,0.0
UT,48,39628.0,403.0
UT,49,28286.0,7886.0
UT,50,9846.0,12215.0
UT,51,42864.0,35259.0
UT,52,66264.0,29830.0
UT,53,119424.0,27835.0
UT,54,122378.0,10289.0
UT,55,225500.0,15864.0
UT,56,380519.0,39425.0
UT,57,219846.0,61996.0
UT,58,194108.0,91544.0
UT,59,155973.0,91535.0
UT,60,93767.0,156907.0
UT,61,196189.0,99421.0
UT,62,126923.0,618.0
UT,63,116421.0,2054.0
UT,64,130434.0,3882.0
UT,65,252104.0,7837.0
UT,66,218938.0,37386.0
UT,67,616128.0,35808.0
UT,68,238405.0,95017.0
UT,69,235014.0,127012.0
UT,70,136605.0,175502.0
UT,71,174450.0,150844.0
UT,72,260427.0,119842.0
UT,73,552522.0,138712.0
UT,74,472556.0,147531.0
WB,1,0.0,0.0
WB,2,0.0,0.0
WB,3,0.0,0.0
WB,4,0.0,0.0
WB,5,0.0,0.0
WB,6,0.0,0.0
WB,7,0.0,0.0
WB,8,0.0,0.0
WB,9,0.0,0.0
WB,10,0.0,0.0
WB,11,0.0,0.0
WB,12,0.0,0.0
WB,13,0.0,0.0
WB,14,0.0,0.0
WB,15,0.0,0.0
WB,16,0.0,0.0
WB,17,0.0,0.0
WB,18,0.0,0.0
WB,19,0.0,0.0
WB,20,0.0,0.0
WB,21,0.0,0.0
WB,22,0.0,0.0
WB,23,0.0,0.0
WB,24,0.0,0.0
WB,25,0.0,0.0
WB,26,0.0,0.0
WB,27,0.0,0.0
WB,28,0.0,0.0
WB,29,0.0,0.0
WB,30,0.0,0.0
WB,31,0.0,0.0
WB,32,0.0,0.0
WB,33,0.0,0.0
WB,34,0.0,0.0
WB,35,0.0,0.0
WB,36,0.0,0.0
WB,37,0.0,0.0
WB,38,0.0,0.0
WB,39,0.0,0.0
WB,40,0.0,0.0
WB,41,0.0,0.0
WB,42,0.0,0.0
WB,43,0.0,0.0
WB,44,1918.0,0.0
WB,45,40088.0,0.0
WB,46,170838.0,0.0
WB,47,109807.0,0.0
WB,48,156918.0,1084.0
WB,49,139586.0,43442.0
WB,50,333553.0,94321.0
WB,51,346056.0,98781.0
WB,52,692572.0,120181.0
WB,53,1049236.0,123596.0
WB,54,1101115.0,131092.0
WB,55,1117185.0,95357.0
WB,56,1712540.0,210728.0
WB,57,604467.0,244081.0
WB,58,650063.0,548644.0
WB,59,462831.0,656799.0
WB,60,133816.0,760535.0
WB,61,131318.0,589347.0
WB,62,318923.0,96990.0
WB,63,1133002.0,49083.0
WB,64,1683066.0,77019.0
WB,65,1471746.0,97541.0
WB,66,1115331.0,221649.0
WB,67,1643157.0,463266.0
WB,68,815188.0,732087.0
WB,69,569656.0,907248.0
WB,70,835366.0,1096734.0
WB,71,946725.0,734887.0
WB,72,1350077.0,486888.0
WB,73,2121735.0,388892.0
WB,74,1856470.0,318877.0
